Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
SFM;520294;USD;2018;FY;2018-12-31;2019-02-21;2021-02-25;128827000;129776000;158536000;110749000;43442000;-18348000;;;;;294379000;-177082000;;;-177082000;;100483000;-236464000;-134528000;-17231000
SFM;520294;USD;2019;FY;2019-12-31;2020-02-21;2022-02-24;119368000;119742000;149629000;122804000;98824000;-16047000;;;;;355210000;-183232000;;;-183232000;;85000000;-171432000;-87441000;84537000
SFM;520294;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;117821000;118224000;287450000;126507000;120694000;-40616000;;;;;494035000;-121968000;;;-121968000;;-288000000;1343000;-287411000;84656000
SFM;520294;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;114201000;114818000;244157000;125541000;130151000;-135050000;;;;;364799000;-102378000;;;-102378000;;;-186173000;-186858000;75563000
SFS;114802;USD;2017;FY;2018-01-31;2018-03-16;2018-03-16;72352102;72352102;-138914000;98372000;174462000;35575000;;;;;169495000;-147489000;;;-162587000;;21268000;-8645000;10528000;17436000
SFS;114802;USD;2018;FY;2019-01-31;2019-03-15;2019-03-15;72890501;72890501;-112155000;99528000;138393000;15451000;;;;;141217000;-112724000;;;-131507000;;-51000000;3401000;-14164000;-4454000
SFY;1383143;USD;2017;FY;2017-12-31;2018-03-01;2019-02-28;;;71971000;46933000;-9812000;-1254000;;;;;107838000;-201706000;;;-201706000;;73000000;38402000;101397000;7529000
SFY;1383143;USD;2018;FY;2018-12-31;2019-02-28;2020-03-05;;;74615000;68035000;-2674000;-18403000;;;;;121573000;-239861000;;;-239861000;;113260000;291000;112727000;-5561000
SFY;1383143;USD;2019;FY;2019-12-31;2020-03-05;2021-03-04;;;114656000;95915000;-15236000;7838000;;;;;203173000;-282756000;;;-282756000;;78888000;-412000;78476000;-1107000
SFY;1383143;USD;2020;FY;2020-12-31;2021-03-04;2022-03-03;;;-309382000;64564000;399829000;10201000;;;;;165212000;-114505000;;;-114505000;;-49826000;-90000;-49947000;760000
SFY;1383143;USD;2021;FY;2021-12-31;2022-03-03;2022-03-03;;;86759000;68629000;63670000;-3332000;;;;;215726000;-185372000;;;-185372000;;-54084000;26344000;-31351000;-997000
SG;1334625;USD;2020;FY;2020-12-31;2021-03-04;2022-03-04;57905700;57905700;-141224000;26851000;7944000;16077000;;;;;-90352000;-56894000;;-791000;-58405000;;0;2145000;2145000;-146612000
SG;1334625;USD;2021;FY;2021-12-31;2022-02-09;2022-03-04;57905700;57905700;-153175000;35549000;53533000;-436000;;;;;-64529000;-92775000;;-3340000;-97548000;;5158000;526453000;531611000;369534000
SGA;652364;USD;2017;FY;2017-12-31;2018-03-13;2018-03-13;5803000;5807000;22246000;6251000;-4962000;377000;;;;;5374000;-6246000;;;37505000;-5313000;-10287000;;-16546000;26333000
SGA;652364;USD;2018;FY;2018-12-31;2019-03-15;2021-03-16;5829000;5829000;13690000;6786000;4950000;133000;;;;;25559000;-5604000;;-9289000;-14876000;-11864000;-5000000;-2000000;-18984000;-8301000
SGA;652364;USD;2019;FY;2019-12-31;2020-03-13;2022-03-16;5834000;5834000;13279000;6945000;3748000;1363000;;;;;25335000;-5462000;;-763000;-6235000;-8623000;-10000000;-1172000;-19795000;-695000
SGA;652364;USD;2020;FY;2020-12-31;2021-03-16;2022-03-16;5871000;5871000;-1913000;6524000;5385000;2092000;;;;;12088000;-623000;;-190000;-604000;-3716000;;-449000;-4165000;7319000
SGA;652364;USD;2021;FY;2021-12-31;2022-03-16;2022-03-16;5917000;5917000;11157000;5749000;940000;1258000;;;;;19104000;-3827000;;-150000;-3348000;-1914000;-10000000;-435000;-12349000;3407000
SGC;1243778;USD;2017;FY;2017-12-31;2018-02-22;2020-02-20;14510156;15118768;15022000;5653000;6643000;-4591000;;;;;22727000;-1390000;;-7988000;-9378000;-5269000;-3186000;1872000;-8919000;4481000
SGC;1243778;USD;2018;FY;2018-12-31;2019-01-26;2021-03-03;14937786;15472133;16975000;7906000;1350000;-6367000;;;;;19864000;-4869000;;-85597000;-90466000;-5836000;78586000;-2179000;68138000;-2768000
SGC;1243778;USD;2019;FY;2019-12-31;2020-01-29;2022-03-23;14945165;15262654;12066000;8272000;1133000;-1464000;;;;;20007000;-9667000;;;-9667000;-6046000;1669000;-1402000;-6710000;3676000
SGC;1243778;USD;2020;FY;2020-12-31;2021-03-03;2022-03-23;15075134;15508420;41026000;8132000;6244000;-14043000;;;;;41359000;-6573000;;;-6573000;-6111000;-31714000;1427000;-38443000;-3866000
SGC;1243778;USD;2021;FY;2021-12-31;2022-03-23;2022-03-23;15528534;16099850;29440000;9291000;14303000;-35954000;;;;;17080000;-17696000;;-16434000;-34130000;-7237000;27583000;2703000;20995000;3763000
SGEN;487011;USD;2017;FY;2017-12-31;2018-02-15;2019-02-07;143174000;143174000;-125530000;24269000;-2989000;-14650000;;;;;-118900000;-70379000;200240000;0;129861000;;;41311000;41311000;52272000
SGEN;487011;USD;2018;FY;2018-12-31;2019-02-07;2021-02-12;157655000;157655000;-222693000;25308000;46066000;-52217000;;;;;-203536000;-21219000;26740000;-598151000;-592630000;;;713407000;713407000;-82759000
SGEN;487011;USD;2019;FY;2019-12-31;2020-02-06;2022-02-09;165498000;165498000;-158650000;23774000;83902000;-112763000;;;;;-163737000;-70753000;-206976000;;-277729000;;;637842000;637842000;196376000
SGEN;487011;USD;2020;FY;2020-12-31;2021-02-12;2022-02-09;174834000;182287000;613670000;52390000;147648000;42860000;;;;;856568000;-82409000;-1336603000;;-1419012000;;;846108000;846108000;283862000
SGEN;487011;USD;2021;FY;2021-12-31;2022-02-09;2022-02-09;182303000;182303000;-674471000;65941000;197539000;-88016000;;;;;-499007000;-52330000;341214000;;288884000;;;77779000;77779000;-133590000
SGH;630523;USD;2017;FY;2017-08-31;2017-09-22;2017-10-13;31570000;31570000;-7795000;33238000;34831000;-61207000;;;;;-933000;-18027000;;;-18027000;;138495000;406000;-16975000;-36198000
SGH;630523;USD;2018;FY;2018-08-31;2018-10-30;2020-10-22;44102000;46238000;119463000;26182000;8565000;-86303000;;;;;67907000;-25433000;;-42316000;-67749000;;1216000;7496000;7944000;7771000
SGH;630523;USD;2019;FY;2019-08-31;2019-11-06;2021-10-25;45918000;46936000;51332000;29206000;18289000;70830000;;;;;169657000;-33433000;;-76088000;-109440000;;-6753000;7373000;100000;60905000
SGH;630523;USD;2020;FY;2020-08-31;2020-10-22;2022-10-14;47988000;47988000;-1143000;36430000;41594000;10324000;;;;;87205000;-32445000;;;-32041000;;35168000;;12594000;52672000
SGH;630523;USD;2021;FY;2021-08-31;2021-10-25;2022-10-14;49012000;54636000;22506000;49111000;75904000;5829000;;;;;153350000;-47580000;;-35677000;-84178000;;51362000;;2849000;72175000
SGMA;231993;USD;2017;FY;2017-04-30;2017-07-24;2018-07-24;4186183;4213592;1390206;4708876;725962;-6878805;;;;;-53761;-3505486;;;-3505486;;95777756;;2727303;-831944
SGMA;231993;USD;2018;FY;2018-04-30;2018-07-24;2019-07-25;4205483;4205483;-3241870;5118297;4905582;-11750488;;;;;-4968479;-3731370;;;-3479975;;331065378;;6676729;-1771725
SGMA;231993;USD;2019;FY;2019-04-30;2019-07-25;2019-07-25;4228592;4228592;-865114;5007440;2340610;-8102436;;;;;-1619500;-2361629;;;-2361629;;333107680;;3265340;-715789
SGMA;231993;USD;2020;FY;2020-04-30;2020-08-12;2021-07-23;4242351;4270050;443102;4947200;3241309;6822683;;;;;15454294;-4646325;;;-5414825;;-4493912;;-4265834;5773635
SGMA;231993;USD;2021;FY;2021-04-30;2021-07-23;2022-07-27;4255334;4255334;1541019;5478321;283364;796242;;;;;8098946;-4747316;;;-10228816;;-1025861;;-1140346;-3270216
SGMO;773304;USD;2017;FY;2017-12-31;2018-04-24;2018-04-24;78084000;78084000;-54568000;1498000;8508000;55741000;;;;;11179000;-3751000;-73653000;;-80904000;;;16571000;97490000;27765000
SGMO;773304;USD;2018;FY;2018-12-31;2019-03-01;2021-02-24;96941000;96941000;-68889000;2359000;9814000;93266000;;;;;36550000;-43065000;-59394000;-75647000;-178106000;;215758000;16205000;231709000;90592000
SGMO;773304;USD;2019;FY;2019-12-31;2020-02-28;2022-02-24;112114000;112114000;-95419000;3930000;20097000;-73010000;;;;;-144402000;-20675000;-38864000;;-59801000;;;142451000;142029000;-61990000
SGMO;773304;USD;2020;FY;2020-12-31;2021-02-24;2022-02-24;134449000;134449000;-121122000;5682000;32729000;252586000;;;;;169875000;-14714000;-256209000;;-271627000;;;153865000;153100000;50901000
SGMO;773304;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;145399000;145399000;-178297000;9439000;37502000;-101895000;;;;;-233251000;-23278000;271596000;;248199000;;;36116000;32858000;47543000
SGMS;1011099;USD;2017;FY;2017-12-31;2018-03-01;2020-02-18;89100000;89100000;-242000000;683000000;87000000;-21000000;;;;;507000000;-284000000;;-165000000;-415000000;;701000000;;580000000;677000000
SGMS;1011099;USD;2018;FY;2018-12-31;2019-02-28;2021-03-01;91100000;91100000;-352000000;690000000;136000000;-128000000;;;;;346000000;-351000000;;-477000000;-798000000;;-52000000;;-156000000;-614000000
SGMS;1011099;USD;2019;FY;2019-12-31;2020-02-18;2022-03-01;93000000;93000000;-330000000;542000000;110000000;-113000000;;;;;546000000;-224000000;;;-263000000;;-436000000;342000000;-129000000;155000000
SGMS;1011099;USD;2020;FY;2020-12-31;2021-03-01;2022-03-01;95000000;95000000;-801000000;449000000;264000000;121000000;;;;;471000000;-113000000;;-13000000;-173000000;;477000000;;463000000;768000000
SGMS;1011099;USD;2021;FY;2021-12-31;2022-03-01;2022-03-01;96000000;99000000;24000000;398000000;-261000000;143000000;;;;;685000000;-164000000;;-186000000;-442000000;;-623000000;;-679000000;-442000000
SGTX;1841619;USD;2019;FY;2019-12-31;2020-03-17;2021-03-18;32399855;32399855;-43925000;675000;4066000;-10890000;;;;;-50074000;-1209000;;;-1209000;;63136000;184000;63242000;11959000
SGTX;1841619;USD;2020;FY;2020-12-31;2021-02-10;2022-03-14;32399855;32399855;-54608000;854000;7566000;-15460000;;;;;-61648000;-972000;;;-972000;;56511000;585000;189397000;126777000
SGTX;1841619;USD;2021;FY;2021-12-31;2022-03-14;2022-03-14;32399855;32399855;-77311000;1118000;11208000;-13420000;;;;;-78405000;-1834000;-16226000;;-18060000;;;2176000;1554000;-94911000
SHAK;148890;USD;2017;FY;2017-12-31;2018-02-26;2018-02-26;25876000;25876000;8884000;21704000;25666000;14624000;;;;;70878000;-61533000;-410000;;-61943000;;917000;7585000;965000;9900000
SHAK;148890;USD;2018;FY;2018-12-31;2019-02-25;2021-02-26;28299000;29179000;21948000;29000000;8530000;25917000;;;;;85395000;-87525000;921000;;-86604000;;680000;5472000;4452000;3243000
SHAK;148890;USD;2019;FY;2019-12-31;2020-02-24;2022-02-18;31381000;32251000;24128000;40392000;42789000;-17452000;;;;;89857000;-106507000;25821000;;-80686000;;-2633000;9201000;3178000;12349000
SHAK;148890;USD;2020;FY;2020-12-31;2021-02-26;2022-02-18;37129000;37129000;-45534000;48801000;62692000;-28609000;;;;;37350000;-69038000;-359000;;-69397000;;-8849000;153030000;141821000;109774000
SHAK;148890;USD;2021;FY;2021-12-31;2022-02-18;2022-02-18;39137000;39137000;-10111000;58991000;53587000;-44065000;;;;;58402000;-101495000;-43395000;;-144890000;;241056000;6731000;242021000;155533000
SHEN;1097754;USD;2017;FY;2017-12-31;2018-03-15;2020-02-26;49150000;50026000;66390000;177007000;-46252000;25785000;;;;;222930000;-145495000;;-6000000;-151495000;-12257000;-11375000;;-29043000;42392000
SHEN;1097754;USD;2018;FY;2018-12-31;2019-02-28;2021-02-25;49542000;50063000;2077000;44389000;7792000;-59000;;;;;265647000;-56090000;;;-187800000;-12863000;;;-71346000;6501000
SHEN;1097754;USD;2019;FY;2019-12-31;2020-02-26;2022-02-28;49811000;50101000;1932000;46786000;17432000;-23821000;;;;;259145000;-66936000;;-10000000;-165334000;-13943000;;-7231000;-77246000;16565000
SHEN;1097754;USD;2020;FY;2020-12-31;2021-02-25;2022-02-28;49901000;50024000;1576000;48703000;21055000;-17975000;;;;;302867000;-120080000;;-1890000;-155588000;-16424000;;;-53533000;93746000
SHEN;1097754;USD;2021;FY;2021-12-31;2022-02-28;2022-02-28;49984000;50120000;7929000;55206000;35314000;-34996000;;;;;-250934000;-159735000;;;1784354000;-940256000;;;-1644473000;-111053000
SHLDQ;100266;USD;2016;FY;2017-02-28;2017-02-28;2018-03-23;106600000;106600000;-2221000000;375000000;-368000000;833000000;;;;;-1381000000;244000000;;;244000000;;1165000000;;1185000000;48000000
SHLDQ;100266;USD;2017;FY;2018-02-28;2018-03-23;2018-03-23;107400000;107400000;-383000000;332000000;-1929000000;138000000;;;;;-1842000000;1029000000;;;1894000000;;-65000000;;-2000000;50000000
SHLM;671141;USD;2017;FY;2017-08-31;2017-10-25;2017-10-25;29401000;29515000;34173000;78806000;-11397000;3136000;;;;;104718000;-32465000;;250000;-32215000;-24208000;-30266000;191000;-62547000;10616000
SHLO;202591;USD;2017;FY;2017-10-31;2018-01-05;2018-01-05;19233000;19233000;-697000;41648000;15933000;19431000;;;;;76315000;-40790000;;0;-39620000;;-76049000;40305000;-37523000;40000
SHLO;202591;USD;2018;FY;2018-10-31;2018-12-20;2018-12-20;23229000;23369000;11479000;45728000;-5115000;1134000;;;;;53226000;-46543000;;-62514000;-109057000;;63732000;73000;63700000;8107000
SHLO;202591;USD;2019;FY;2019-10-31;2019-12-20;2019-12-20;23506000;23506000;-19947000;46753000;8519000;-4079000;;;;;31246000;-42832000;;0;-36977000;;4818000;0;2864000;-2523000
SHLS;1302456;USD;2020;FY;2020-12-31;2021-02-03;2022-03-11;166606299;166606299;33766000;9405000;8790000;2121000;;;;;54082000;-3236000;;;-3236000;;343750000;;-47855000;2991000
SHLS;1302456;USD;2021;FY;2021-12-31;2022-03-11;2022-03-11;101890000;102251000;3944000;10053000;16076000;-34156000;;;;;-4083000;-4126000;;-12909000;-17035000;;-119147000;559897000;20602000;-516000
SHLX;909105;USD;2017;FY;2017-12-31;2018-02-28;2020-02-20;393300000;444100000;392000000;45000000;-9000000;4000000;;;;;432000000;-58000000;;-457000000;-509000000;-1303000000;1160000000;278000000;92000000;15000000
SHLX;909105;USD;2018;FY;2018-12-31;2019-02-21;2021-02-23;393300000;444100000;482000000;46000000;-9000000;-12000000;;;;;507000000;-49000000;;-482000000;-511000000;-1161000000;247000000;973000000;74000000;70000000
SHLX;909105;USD;2019;FY;2019-12-31;2020-02-20;2022-02-24;393300000;444100000;546000000;49000000;-2000000;4000000;;;;;597000000;-38000000;;-90000000;-87000000;-1029000000;599000000;;-428000000;82000000
SHLX;909105;USD;2020;FY;2020-12-31;2021-01-30;2022-02-24;393300000;444100000;556000000;50000000;10000000;34000000;;;;;650000000;-27000000;;;64000000;-670000000;-1000000;;-684000000;30000000
SHLX;909105;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;393300000;444100000;568000000;50000000;1000000;-7000000;;;;;612000000;-11000000;;;43000000;-606000000;-3000000;;-614000000;41000000
SHO;448662;USD;2017;FY;2017-12-31;2018-02-14;2019-02-14;221898000;221898000;153004000;159103000;-6617000;1301000;;;;;306791000;-288825000;;;-138735000;-163014000;52983000;79407000;-46205000;121851000
SHO;448662;USD;2018;FY;2018-12-31;2019-02-14;2021-02-12;225924000;225924000;259059000;144958000;-101494000;2768000;;;;;305291000;155266000;;;156366000;-177622000;-7574000;45125000;-158599000;303058000
SHO;448662;USD;2019;FY;2019-12-31;2020-02-19;2022-02-23;225681000;225681000;142793000;147748000;982000;-603000;;;;;290920000;-47150000;;;-47150000;-170166000;-7965000;-50088000;-241166000;2604000
SHO;448662;USD;2020;FY;2020-12-31;2021-02-12;2022-02-23;215934000;215934000;-410506000;137051000;131741000;25009000;;;;;-116705000;113899000;;;113788000;-156271000;-149743000;-103894000;-445917000;-448834000
SHO;448662;USD;2021;FY;2021-12-31;2022-02-23;2022-02-23;217709000;217709000;32995000;128682000;-137069000;3762000;;;;;28370000;-243608000;;;-436975000;-13693000;-79884000;253443000;155183000;-253422000
SHOO;1198893;USD;2017;FY;2017-12-31;2018-03-01;2020-03-02;86745000;86745000;119138000;21389000;10894000;6514000;-34585000;21135000;;19964000;157935000;-14775000;17932000;-16795000;-13417000;;;-82979000;-90338000;55099000
SHOO;1198893;USD;2018;FY;2018-12-31;2019-02-28;2021-03-16;86097000;86097000;130499000;22482000;31802000;-30407000;-34993000;-26923000;;31509000;154376000;-12450000;23515000;;11065000;-47316000;;-92888000;-145810000;18817000
SHOO;1198893;USD;2019;FY;2019-12-31;2020-03-02;2022-03-01;83646000;83646000;141722000;21337000;42360000;28361000;7087000;8436000;;12838000;233780000;-18311000;27736000;-37173000;-27748000;-48426000;;-95556000;-142178000;64070000
SHOO;1198893;USD;2020;FY;2020-12-31;2021-03-16;2022-03-01;78635000;78635000;-18281000;17360000;87476000;-42349000;-23078000;35476000;;-54747000;44206000;-6562000;1678000;;-4884000;-12459000;;-44974000;-57074000;-16237000
SHOO;1198893;USD;2021;FY;2021-12-31;2022-03-01;2022-03-01;78129000;81307000;192459000;15208000;31465000;-79669000;-112894000;-153793000;;187018000;159463000;1392000;-4604000;;-3212000;-49161000;;-113429000;-184653000;-28365000
SHOR;231330;USD;2017;FY;2017-06-30;2017-09-08;2017-09-08;68100000;68100000;-12443000;20597000;9516000;-1237000;;;;;16433000;-11504000;-2714000;0;-13144000;;-18000;3769000;2208000;5497000
SHOS;39593;USD;2016;FY;2017-02-28;2017-02-28;2018-04-19;22666000;22666000;-131919000;13458000;70271000;77072000;;;;;28882000;13875000;;;13875000;;-41500000;;-46897000;-4140000
SHOS;39593;USD;2017;FY;2018-02-28;2018-04-19;2018-04-19;22702000;22702000;-95057000;13039000;7611000;-31239000;;;;;-105646000;-9228000;;;-9228000;;111100000;;111172000;-3702000
SHOS;39593;USD;2018;FY;2019-02-28;2019-05-03;2019-05-03;22702000;22702000;-53464000;12374000;4261000;51906000;;;;;15077000;-3601000;;;-3601000;;-4900000;;-6768000;4708000
SHPGF;132453;USD;2017;FY;2017-12-31;2018-02-20;2018-02-20;906500000;912000000;4271500000;2264200000;1401700000;-3680700000;;;;;4256700000;;-798800000;0;-700900000;-281300000;-3444700000;134100000;-3619300000;-56400000
SHW;378215;USD;2017;FY;2017-12-31;2018-02-23;2019-02-22;278725914;284781639;1769488000;491761000;-443155000;65874000;-49850000;-89959000;166687000;38996000;1883968000;-175521000;;-8810315000;-9047362000;-319029000;6778677000;143579000;6514090000;-685580000
SHW;378215;USD;2018;FY;2018-12-31;2019-02-22;2021-02-19;278977371;284964210;1108700000;596300000;234500000;4200000;18400000;-119500000;113800000;-8500000;1943700000;-212600000;;;-251600000;-322900000;-1158700000;-522600000;-1746700000;-48700000
SHW;378215;USD;2019;FY;2019-12-31;2020-02-21;2022-02-17;275410584;280340526;1541300000;574900000;662200000;-457100000;-73200000;-75500000;36200000;-344600000;2321300000;-322000000;;-77300000;-462600000;-420800000;-665800000;-624200000;-1846400000;6300000
SHW;378215;USD;2020;FY;2020-12-31;2021-02-19;2022-02-17;271277583;275827869;2030400000;581400000;475900000;320900000;10300000;84400000;227200000;-1000000;3408600000;-243100000;;;-322400000;-488000000;-410300000;-2081200000;-3020100000;64800000
SHW;378215;USD;2021;FY;2021-12-31;2022-02-17;2022-02-17;259900000;264600000;1864400000;572600000;578900000;-771300000;-287800000;-228100000;346100000;-601500000;2244600000;-357200000;;-88400000;-476400000;-587100000;1335800000;-2547800000;-1834000000;-60900000
SIG;185651;USD;2017;FY;2018-01-31;2018-04-02;2018-04-02;63000000;69800000;519300000;203400000;890700000;327100000;;;;;1940500000;-237400000;-200000;-331800000;-569400000;-111200000;-678400000;-459700000;-1253600000;126400000
SIG;185651;USD;2018;FY;2019-01-31;2019-04-03;2021-03-19;54700000;54700000;-657400000;183600000;1325800000;-154300000;;;;;697700000;-128000000;9000000;;-119000000;-110200000;-5400000;-485000000;-602700000;-29700000
SIG;185651;USD;2019;FY;2020-01-31;2020-03-26;2022-03-17;51700000;51800000;105500000;178000000;96000000;176200000;;;;;555700000;-135800000;-5000000;;-140800000;-108600000;-118900000;;-237000000;179100000
SIG;185651;USD;2020;FY;2021-01-31;2021-03-19;2022-03-17;52000000;52000000;-15200000;176000000;325300000;886200000;;;;;1372300000;-83000000;5200000;;-77800000;-27200000;-457400000;;-498600000;798000000
SIG;185651;USD;2021;FY;2022-01-31;2022-03-17;2022-03-17;52900000;63700000;769900000;163500000;130200000;193700001;;;;;1257300001;-129600000;2700000;-515799999;-642699999;-43600000;;-311800000;-366600000;245800002
SIGA;1241827;USD;2017;FY;2017-12-31;2018-03-06;2020-03-05;78874494;78874494;;132189;-26855037;8336081;;;;;-18386767;-100124;;;-100124;;;5498;-585569;-19072460
SIGA;1241827;USD;2018;FY;2018-12-31;2019-03-06;2021-03-04;79923295;82708472;;69630;347860654;-279058961;;;;;68871323;78236562;;;78236562;;;261879;-3812561;143295324
SIGA;1241827;USD;2019;FY;2019-12-31;2020-03-05;2022-03-03;81031254;82175023;-7241147;526997;-897608;-10592545;;;;;-18204303;-29094;;;-29094;;;;-1176579;-19409976
SIGA;1241827;USD;2020;FY;2020-12-31;2021-03-04;2022-03-03;79259000;79437306;56342010;529814;22352336;-7704932;;;;;71519228;-15501;;;-15501;;-85913459;-28502946;-114600421;-43096694
SIGA;1241827;USD;2021;FY;2021-12-31;2022-03-03;2022-03-03;74840846;74840846;69450766;522368;1888256;-60366754;;;;;11494636;-50620;;;-50620;;;-26021519;-26195437;-14751421
